symbol,asof_date,trade_year,trade_month,trade_dayofweek,fundamental_anchor_date,fundamental_anchor_period_type,fundamental_lag_days,fundamental_quality_flag,fundamental_data_version,fundamental_anchor_score,fundamental_critical_nonnull_count,fundamental_critical_nonnull_ratio,revenue,gross_profit,gross_margin,net_profit,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,borrowings,lease_liabilities,operating_cash_flow,investing_cash_flow,financing_cash_flow,free_cash_inflow,capex_net,net_cash,working_capital,debt_to_asset_ratio,lease_burden_ratio,trade_receivables,contract_assets,inventories,trade_payables,receivables_ratio,contract_assets_ratio,inventory_ratio,payables_ratio,supplier_finance_arrangements,supplier_finance_ratio,receivables_over_6m_ratio,receivables_over_12m_ratio,payables_over_12m_ratio,receivables_loss_allowance_ratio,free_cash_flow_margin,capex_intensity,operating_cash_flow_margin,cash_conversion_quality_score,revenue_jd_group,revenue_external,revenue_integrated_supply_chain,revenue_external_integrated_supply_chain,revenue_other_customers,external_revenue_ratio,jd_group_revenue_ratio,integrated_supply_chain_revenue_ratio,external_isc_revenue_ratio,warehouse_count,external_isc_customer_count,external_isc_arpc,external_isc_customer_yoy,external_isc_arpc_yoy,stock_close,stock_ret_1d,stock_ret_5d,stock_ret_20d,stock_vol_5d,stock_vol_20d,hsi_ret_1d,hsi_ret_5d,hsi_ret_20d,hktech_ret_1d,hktech_ret_5d,hktech_ret_20d,hscei_ret_1d,hscei_ret_5d,hscei_ret_20d,alpha_hsi_5d,alpha_hktech_5d,alpha_hscei_5d,alpha_hsi_20d,alpha_hktech_20d,alpha_hscei_20d,ret_9618_1d,ret_9618_5d,ret_9618_20d,ret_3690_1d,ret_3690_5d,ret_3690_20d,ret_9988_1d,ret_9988_5d,ret_9988_20d,ret_2057_1d,ret_2057_5d,ret_2057_20d,alpha_vs_9618_5d,alpha_vs_3690_5d,alpha_vs_9988_5d,alpha_vs_2057_5d,row_quality_flag,missing_ratio,feature_count_total,feature_count_nonnull,build_version,built_at_x,y_ret_1d,y_ret_5d,y_ret_20d,y_up_1d,label_version,built_at_y
02618.HK,2021-06-11,2021,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.75,-0.0261958997722094,-0.0894568690095847,,0.0055619156352893,,0.0035926939393602,-0.0026270743928542,0.0405308046886809,0.0027543646327032,-0.0129106531416911,0.0515157336814209,0.0032352571032447,-0.0050611953483853,0.039744714610201,-0.0868297946167304,-0.0765462158678935,-0.0843956736611993,,,,-0.014820042342978,-0.0548408937034529,0.0093998553868401,0.0308724832214764,0.0165453342157511,0.2209856915739267,-0.0115606936416184,-0.0237868696479542,-0.0375234521575984,-0.0040322580645161,0.0008103727714747,0.0600858369098713,-0.0346159753061318,-0.1060022032253358,-0.0656699993616304,-0.0902672417810594,REVIEW,0.6404494382022472,89,32,model_features_v2.2,2026-03-23T17:01:25Z,-0.01754385964912286,-0.040935672514619936,-0.0736842105263158,0.0,model_labels_v1,2026-03-23T17:02:30Z
02618.HK,2021-06-15,2021,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,-0.0175438596491228,-0.0849673202614378,,0.0051383538063891,,-0.0070591180332382,-0.0051672127411829,0.0217985362270078,-0.0037666810159275,-0.0101594856472863,0.0523058539570751,-0.007629140338522,-0.0073752355159025,0.0253705675887256,-0.0798001075202549,-0.0748078346141515,-0.0775920847455352,,,,-0.0114613180515759,-0.0456431535269709,0.0290827740492169,-0.015625,0.008,0.2393442622950818,0.0058479532163744,-0.0264150943396226,0.0087976539589442,-0.0153846153846154,-0.0121852152721364,0.0393162393162391,-0.0393241667344669,-0.0929673202614378,-0.0585522259218151,-0.0727821049893013,REVIEW,0.6404494382022472,89,32,model_features_v2.2,2026-03-23T17:01:25Z,-0.00952380952380949,-0.02261904761904765,-0.06785714285714284,0.0,model_labels_v1,2026-03-23T17:02:30Z
02618.HK,2021-06-16,2021,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6,-0.0095238095238094,-0.0816777041942603,,0.0060777072162668,,-0.007042610078101,-0.0119709339857921,0.0086099604562517,-0.016373530025047,-0.0188372148387234,0.0169754128592876,-0.0099316392591513,-0.0155225780802596,0.0056293587575675,-0.0697067702084681,-0.0628404893555368,-0.0661551261140006,,,,-0.0079710144927536,-0.0493055555555554,0.0300978179082016,-0.0449735449735448,-0.0276094276094275,0.1361132966168372,-0.0145348837209302,-0.0323501427212178,-0.0097370983446932,-0.0180921052631578,-0.0188989317995069,-0.0148514851485148,-0.0323721486387048,-0.0540682765848328,-0.0493275614730425,-0.0627787723947533,REVIEW,0.6404494382022472,89,32,model_features_v2.2,2026-03-23T17:01:25Z,0.009615384615384581,-0.016826923076923128,-0.0625,1.0,model_labels_v1,2026-03-23T17:02:30Z
02618.HK,2021-06-17,2021,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,0.0096153846153845,-0.0593505039193729,,0.013496192375775,,0.0042814180478563,-0.0064030327078629,-0.0012317351202935,0.0090477570884739,-0.0088521328785801,0.0107231164193004,0.0025277167315322,-0.0107503751255283,-0.0060660844914525,-0.05294747121151,-0.0504983710407928,-0.0486001287938445,,,,0.0102264426588751,-0.0170575692963751,0.0214180206794682,0.0041551246537396,-0.0109140518417462,0.1153846153846154,0.0019665683382497,-0.0201923076923076,-0.0183044315992292,-0.0159128978224456,-0.06,-0.0200166805671393,-0.0422929346229977,-0.0484364520776267,-0.0391581962270652,0.0006494960806271,REVIEW,0.6404494382022472,89,32,model_features_v2.2,2026-03-23T17:01:25Z,-0.0023809523809523725,-0.027380952380952395,-0.09523809523809523,0.0,model_labels_v1,2026-03-23T17:02:30Z
02618.HK,2021-06-18,2021,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,-0.0023809523809523,-0.0455580865603644,,0.013775915526609,,0.0084976184048302,0.0021709266331881,0.0123366053562194,0.0177092508783118,0.0090699533326557,0.015883583552728,0.0053561373471455,-0.006521910888542,0.0003373025722441,-0.0477290131935526,-0.0546280398930201,-0.0390361756718223,,,,0.0354302241503974,0.0105857445306987,0.0199430199430197,0.0365517241379311,0.0087248322147652,0.1002928257686677,0.015701668302257,-0.0028901734104046,0.0048543689320388,-0.0212765957446808,-0.0725806451612903,-0.0822027134876296,-0.0561438310910631,-0.0542829187751296,-0.0426679131499597,0.0270225586009259,REVIEW,0.6404494382022472,89,32,model_features_v2.2,2026-03-23T17:01:25Z,-0.021479713603818618,-0.014319809069212486,-0.11336515513126488,0.0,model_labels_v1,2026-03-23T17:02:30Z
02618.HK,2021-06-21,2021,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,-0.0214797136038186,-0.0409356725146199,,0.012416124946775,,-0.0108422302210978,-0.0122435478933075,0.0010738466338984,-0.0106324108214314,-0.0044011352601387,-0.0086426567945662,-0.0092547145209418,-0.0188904087601995,-0.0144554024332648,-0.0286921246213124,-0.0365345372544811,-0.0220452637544203,,,,-0.0223463687150837,0.0028653295128939,-0.0304709141274238,0.0039920159680637,-0.0175781249999998,0.096656976744186,-0.0077294685990337,0.0009746588693957,-0.0124999999999999,-0.017391304347826,-0.0850202429149797,-0.1038858049167327,-0.0438010020275139,-0.02335754751462,-0.0419103313840156,0.0440845704003598,REVIEW,0.6404494382022472,89,32,model_features_v2.2,2026-03-23T17:01:25Z,0.0012195121951219523,0.024390243902439046,-0.10731707317073169,1.0,model_labels_v1,2026-03-23T17:02:30Z
02618.HK,2021-06-22,2021,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.05,0.0012195121951219,-0.0226190476190476,,0.0117259979318599,,-0.0062915511249956,-0.011479988672603,-0.0036075975652763,-0.0180644674740289,-0.018689816129089,-0.0081735670548624,-0.0074006048879322,-0.0186644666939558,-0.0161257522166611,-0.0111390589464446,-0.0039292314899586,-0.0039545809250918,,,,-0.0042857142857142,0.0101449275362319,-0.0127478753541074,-0.0298210735586481,-0.0317460317460316,0.0804428044280443,-0.011684518013632,-0.0164728682170542,-0.0097560975609756,0.0061946902654868,-0.0649671052631578,-0.0867469879518072,-0.0327639751552796,0.0091269841269839,-0.0061461794019933,0.0423480576441102,REVIEW,0.6404494382022472,89,32,model_features_v2.2,2026-03-23T17:01:25Z,-0.0036540803897685548,0.02436053593179044,-0.1583434835566383,0.0,model_labels_v1,2026-03-23T17:02:30Z
02618.HK,2021-06-23,2021,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9,-0.0036540803897685,-0.0168269230769231,,0.0113874787512139,,0.0179199682371027,0.0133710356002987,-0.0032441096529124,0.0266249201572406,0.0242073794451815,0.0019814176506083,0.0194951532378981,0.0105027688764951,-0.0110000739255928,-0.0301979586772218,-0.0410343025221047,-0.0273296919534182,,,,0.0258249641319943,0.0445580715850986,0.0035087719298245,0.0519125683060108,0.0664819944598338,0.11352133044107,0.0206896551724138,0.0186823992133726,0.0058252427184466,0.0105540897097624,-0.0376884422110552,-0.0718901453957996,-0.0613849946620217,-0.0833089175367569,-0.0355093222902958,0.0208615191341321,REVIEW,0.6404494382022472,89,32,model_features_v2.2,2026-03-23T17:01:25Z,-0.0012224938875304847,0.03422982885085579,-0.14914425427872868,0.0,model_labels_v1,2026-03-23T17:02:30Z
02618.HK,2021-06-24,2021,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.85,-0.0012224938875304,-0.0273809523809523,,0.0091095549279743,,0.0022691411722288,0.0113405458742885,-0.0097219331680953,0.0024350922604465,0.0174953679798317,-0.0040508097903241,0.0003184787966863,0.0082759565769339,-0.0164220158231555,-0.0387214982552409,-0.0448763203607841,-0.0356569089578863,,,,0.0006993006993005,0.0347071583514098,-0.0048678720445063,0.0227272727272727,0.0862068965517242,0.1266094420600858,0.0144787644787645,0.0314033366045141,0.0154589371980675,0.0043516100957354,-0.0178723404255318,-0.0730923694779116,-0.0620881107323622,-0.1135878489326766,-0.0587842889854665,-0.0095086119554205,REVIEW,0.6404494382022472,89,32,model_features_v2.2,2026-03-23T17:01:25Z,0.011015911872704898,0.01346389228886169,-0.16279069767441856,1.0,model_labels_v1,2026-03-23T17:02:30Z
02618.HK,2021-06-25,2021,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3,0.0110159118727048,-0.0143198090692124,,0.0118235216487787,,0.0140486648297963,0.0169072405487675,0.0060117060302542,0.0243626675423145,0.024147386354451,0.0137557423300196,0.0188381374236126,0.0217971119354116,0.0027746696061019,-0.03122704961798,-0.0384671954236635,-0.0361169210046241,,,,0.0307477288609363,0.0300279329608939,0.0372714486638539,0.0476190476190476,0.0978043912175647,0.2141280353200882,0.0256898192197907,0.0415458937198067,0.0325670498084289,0.0199306759098787,0.0234782608695651,-0.0430894308943089,-0.0443477420301063,-0.1121242002867772,-0.0558657027890192,-0.0377980699387776,REVIEW,0.6404494382022472,89,32,model_features_v2.2,2026-03-23T17:01:25Z,0.016949152542373058,-0.01937046004842613,-0.27118644067796605,1.0,model_labels_v1,2026-03-23T17:02:30Z
02618.HK,2021-06-28,2021,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,0.016949152542373,0.024390243902439,0.0071942446043165,0.0087576009215218,0.0281095811949718,-0.0006801369287721,0.0273544174944715,0.0049405292673738,0.004978368382261,0.0403069400888642,0.040087312428449,-0.0013678311290069,0.0299311851327963,0.0064872548030574,-0.0029641735920324,-0.0159166961864252,-0.0055409412303573,0.0022537153369426,-0.0328930678241325,0.000706989801259,0.0176271186440677,0.072142857142857,0.0630311614730878,-0.0042424242424241,0.0888005301524188,0.2390648567119155,0.0296846011131726,0.0808179162609541,0.0703953712632594,0.0042480883602378,0.0460176991150442,-0.0215231788079469,-0.047752613240418,-0.0644102862499798,-0.056427672358515,-0.0216274552126052,REVIEW,0.5842696629213483,89,37,model_features_v2.2,2026-03-23T17:01:25Z,0.0011904761904761862,-0.0714285714285714,-0.36190476190476184,1.0,model_labels_v1,2026-03-23T17:02:30Z
02618.HK,2021-06-29,2021,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.05,0.0011904761904761,0.0243605359317904,0.0120336943441636,0.0087606288795119,0.0280912832743045,-0.0093684976578756,0.0241732886467422,-0.0054096145006483,-0.0091317359843318,0.0497706800747033,0.0119318637521823,-0.0097822819529433,0.0274599328891924,-0.0121056899989497,0.0001872472850481,-0.0254101441429128,-0.003099396957402,0.017443308844812,0.0001018305919813,0.0241393843431134,0.0059960026648901,0.0832137733142037,0.0370879120879121,-0.014607425441266,0.1058743169398908,0.101360544217687,-0.0117117117117117,0.0807881773399015,0.0398104265402843,-0.0186125211505922,0.0202286719437114,-0.0667739340305711,-0.0588532373824133,-0.0815137810081003,-0.056427641408111,0.0041318639880789,REVIEW,0.5842696629213483,89,37,model_features_v2.2,2026-03-23T17:01:25Z,0.005945303210463715,-0.06658739595719376,-0.3483947681331748,1.0,model_labels_v1,2026-03-23T17:02:30Z
02618.HK,2021-06-30,2021,6,2,2021-06-30,semiannual,0.0,PARTIAL,V2.5,2289.0,8.0,0.8,48472.45,1769.541,0.037,-15213.96,74571.306,34165.502,40405.804,45605.369,22674.608,,,239.75,-1142.512,20340.108,,,,22930.761,45.81588258625912,,,,,,,,,,,,,,,,,,0.4946108562699018,,,,,,,,,,,1200.0,,,,,42.3,0.0059453032104637,0.0342298288508557,-0.0764192139737991,0.0073711247894387,0.0150200320304771,-0.0057304762003302,0.0003775539983768,-0.0217201710329849,-0.0055700184732442,0.0168498908385421,-0.0181043471141644,-0.0087299004355236,-0.0009856282897734,-0.0297850785035143,0.0338522748524789,0.0173799380123136,0.0352154571406292,-0.0546990429408141,-0.0583148668596347,-0.0466341354702848,0.0112582781456953,0.0678321678321678,0.0255204835460038,-0.0105003088326128,0.0402597402597402,0.0236421725239615,0.0027347310847767,0.0617760617760618,0.0082493125572868,0.0086206896551723,0.0182767624020887,-0.0549273021001615,-0.033602338981312,-0.0060299114088844,-0.027546232925206,0.015953066448767,REVIEW,0.4044943820224719,89,53,model_features_v2.2,2026-03-23T17:01:25Z,-0.02127659574468077,-0.0957446808510638,-0.3085106382978723,0.0,model_labels_v1,2026-03-23T17:02:30Z
02618.HK,2021-07-02,2021,7,4,2021-06-30,semiannual,2.0,PARTIAL,V2.5,2289.0,8.0,0.8,48472.45,1769.541,0.037,-15213.96,74571.306,34165.502,40405.804,45605.369,22674.608,,,239.75,-1142.512,20340.108,,,,22930.761,45.81588258625912,,,,,,,,,,,,,,,,,,0.4946108562699018,,,,,,,,,,,1200.0,,,,,41.4,-0.0212765957446807,0.0134638922888616,-0.0881057268722467,0.0146616805794157,0.0154887770965656,-0.0179523691417531,-0.0198057921659028,-0.0336955698107901,-0.0322450115690643,-0.0183289053404579,-0.0416145523430195,-0.0232392868011543,-0.0245126818196992,-0.048965267322735,0.0332696844547645,0.0317927976293196,0.0379765741085609,-0.0544101570614565,-0.0464911745292271,-0.0391404595495116,-0.0150622134905041,0.0510132774283718,0.0033355570380253,-0.0511860174781522,-0.0349206349206349,-0.0250160359204618,-0.0363636363636363,0.0085632730732636,-0.0111940298507462,-0.011965811965812,0.0017331022530329,-0.0609260763606823,-0.0375493851395101,0.0483845272094966,0.004900619215598,0.0117307900358287,REVIEW,0.4044943820224719,89,53,model_features_v2.2,2026-03-23T17:01:25Z,-0.021739130434782594,-0.06521739130434767,-0.322463768115942,0.0,model_labels_v1,2026-03-23T17:02:30Z
