refresh_time,source,symbol,rows_raw,rows_clean,rows_fail,status,message
2026-07-02T13:14:18Z,tushare.hk_daily,1519.HK,656,656,0,success,full refresh from listing date completed
2026-07-02T20:37:44Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-02T20:40:23Z,tushare.index_global,HSI,1594,1593,0,success,hsi full refresh completed via index_global
2026-07-02T20:43:08Z,tushare.index_global,HKTECH,1455,1455,0,success,hktech full refresh completed via index_global
2026-07-03T12:18:14Z,tushare.hk_daily,02618.HK,1251,1251,0,success,full refresh from listing date completed
2026-07-03T13:12:47Z,tushare.hk_daily,3690.HK,1911,1910,0,success,full refresh from listing date completed
2026-07-03T13:15:04Z,yfinance.^HSCE,HSCEI,1597,1596,0,success,hscei full refresh completed via yfinance ^HSCE
2026-07-03T13:16:14Z,tushare.hk_daily,9988.HK,1621,1620,0,success,full refresh from listing date completed
2026-07-03T13:16:39Z,tushare.hk_daily,2057.HK,1412,1409,2,success,full refresh from listing date completed
2026-07-03T13:18:48Z,tushare.hk_daily,1519.HK,657,657,0,success,full refresh from listing date completed
2026-07-03T20:34:18Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-03T20:37:06Z,tushare.index_global,HSI,1595,1594,0,success,hsi full refresh completed via index_global
2026-07-03T20:40:56Z,tushare.index_global,HKTECH,1456,1456,0,success,hktech full refresh completed via index_global
2026-07-04T11:42:45Z,tushare.hk_daily,02618.HK,1251,1251,0,success,full refresh from listing date completed
2026-07-04T20:17:22Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-04T20:28:03Z,tushare.index_global,HSI,1595,1594,0,success,hsi full refresh completed via index_global
2026-07-04T20:31:36Z,tushare.index_global,HKTECH,1456,1456,0,success,hktech full refresh completed via index_global
2026-07-05T11:45:06Z,tushare.hk_daily,02618.HK,1251,1251,0,success,full refresh from listing date completed
2026-07-05T20:32:11Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-05T20:34:43Z,tushare.index_global,HSI,1595,1594,0,success,hsi full refresh completed via index_global
2026-07-05T20:38:25Z,tushare.index_global,HKTECH,1456,1456,0,success,hktech full refresh completed via index_global
2026-07-06T13:58:27Z,tushare.hk_daily,02618.HK,1252,1252,0,success,full refresh from listing date completed
2026-07-06T14:37:15Z,tushare.hk_daily,3690.HK,1912,1911,0,success,full refresh from listing date completed
2026-07-06T14:37:51Z,tushare.hk_daily,9618.HK,1484,1483,0,success,full refresh from listing date completed
2026-07-06T14:38:20Z,yfinance.^HSCE,HSCEI,1598,1597,0,success,hscei full refresh completed via yfinance ^HSCE
2026-07-06T14:39:09Z,tushare.hk_daily,2057.HK,1413,1410,2,success,full refresh from listing date completed
2026-07-06T14:41:15Z,tushare.hk_daily,1519.HK,658,658,0,success,full refresh from listing date completed
2026-07-06T21:03:18Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-06T21:08:29Z,tushare.index_global,HSI,1596,1595,0,success,hsi full refresh completed via index_global
2026-07-06T21:12:42Z,tushare.index_global,HKTECH,1457,1457,0,success,hktech full refresh completed via index_global
2026-07-07T12:35:43Z,tushare.hk_daily,02618.HK,1253,1253,0,success,full refresh from listing date completed
2026-07-07T13:26:33Z,tushare.hk_daily,3690.HK,1913,1912,0,success,full refresh from listing date completed
2026-07-07T13:28:05Z,yfinance.^HSCE,HSCEI,1599,1598,0,success,hscei full refresh completed via yfinance ^HSCE
2026-07-07T13:29:15Z,tushare.hk_daily,9988.HK,1623,1622,0,success,full refresh from listing date completed
2026-07-07T13:30:35Z,tushare.hk_daily,1519.HK,659,659,0,success,full refresh from listing date completed
2026-07-07T20:59:05Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-07T21:04:00Z,tushare.index_global,HSI,1597,1596,0,success,hsi full refresh completed via index_global
2026-07-07T21:08:57Z,tushare.index_global,HKTECH,1458,1458,0,success,hktech full refresh completed via index_global
2026-07-08T11:54:28Z,tushare.hk_daily,02618.HK,1254,1254,0,success,full refresh from listing date completed
2026-07-08T12:52:52Z,tushare.hk_daily,3690.HK,1914,1913,0,success,full refresh from listing date completed
2026-07-08T12:53:18Z,tushare.hk_daily,9618.HK,1486,1485,0,success,full refresh from listing date completed
2026-07-08T12:54:47Z,yfinance.^HSCE,HSCEI,1600,1599,0,success,hscei full refresh completed via yfinance ^HSCE
2026-07-08T12:55:25Z,tushare.hk_daily,9988.HK,1624,1623,0,success,full refresh from listing date completed
2026-07-08T12:55:53Z,tushare.hk_daily,2057.HK,1415,1412,2,success,full refresh from listing date completed
2026-07-08T12:57:30Z,tushare.hk_daily,1519.HK,660,660,0,success,full refresh from listing date completed
2026-07-08T20:38:42Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-08T20:42:35Z,tushare.index_global,HSI,1598,1597,0,success,hsi full refresh completed via index_global
2026-07-08T20:45:04Z,tushare.index_global,HKTECH,1459,1459,0,success,hktech full refresh completed via index_global
2026-07-09T12:45:01Z,tushare.hk_daily,02618.HK,1255,1255,0,success,full refresh from listing date completed
2026-07-09T13:58:47Z,tushare.hk_daily,3690.HK,1915,1914,0,success,full refresh from listing date completed
2026-07-09T13:59:45Z,yfinance.^HSCE,HSCEI,1601,1600,0,success,hscei full refresh completed via yfinance ^HSCE
2026-07-09T14:00:24Z,tushare.hk_daily,9988.HK,1625,1624,0,success,full refresh from listing date completed
2026-07-09T14:01:43Z,tushare.hk_daily,1519.HK,661,661,0,success,full refresh from listing date completed
2026-07-09T20:57:27Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-09T21:01:45Z,tushare.index_global,HSI,1601,1601,0,success,hsi full refresh completed via index_global
2026-07-10T12:33:38Z,tushare.hk_daily,02618.HK,1256,1256,0,success,full refresh from listing date completed
2026-07-10T13:19:26Z,tushare.hk_daily,3690.HK,1916,1915,0,success,full refresh from listing date completed
2026-07-10T13:21:10Z,yfinance.^HSCE,HSCEI,1602,1601,0,success,hscei full refresh completed via yfinance ^HSCE
2026-07-10T13:21:34Z,tushare.hk_daily,9988.HK,1626,1625,0,success,full refresh from listing date completed
2026-07-10T13:22:35Z,tushare.hk_daily,1519.HK,662,662,0,success,full refresh from listing date completed
2026-07-10T20:44:38Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-10T20:47:49Z,tushare.index_global,HSI,1602,1602,0,success,hsi full refresh completed via index_global
2026-07-11T11:15:48Z,tushare.hk_daily,02618.HK,1256,1256,0,success,full refresh from listing date completed
2026-07-11T20:11:35Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-11T20:21:47Z,tushare.index_global,HSI,1602,1602,0,success,hsi full refresh completed via index_global
2026-07-12T11:21:10Z,tushare.hk_daily,02618.HK,1256,1256,0,success,full refresh from listing date completed
2026-07-12T20:10:15Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-12T20:12:24Z,tushare.index_global,HSI,1602,1602,0,success,hsi full refresh completed via index_global
2026-07-13T12:38:56Z,tushare.hk_daily,02618.HK,1257,1257,0,success,full refresh from listing date completed
2026-07-13T13:30:17Z,tushare.hk_daily,9618.HK,1489,1488,0,success,full refresh from listing date completed
2026-07-13T13:32:13Z,yfinance.^HSCE,HSCEI,1603,1602,0,success,hscei full refresh completed via yfinance ^HSCE
2026-07-13T20:35:19Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-13T20:37:42Z,tushare.index_global,HSI,1603,1603,0,success,hsi full refresh completed via index_global
2026-07-14T11:40:55Z,tushare.hk_daily,02618.HK,1258,1258,0,success,full refresh from listing date completed
2026-07-14T12:40:31Z,tushare.hk_daily,3690.HK,1918,1917,0,success,full refresh from listing date completed
2026-07-14T12:41:06Z,tushare.hk_daily,9618.HK,1490,1489,0,success,full refresh from listing date completed
2026-07-14T12:42:13Z,tushare.hk_daily,9988.HK,1628,1627,0,success,full refresh from listing date completed
2026-07-14T12:42:45Z,tushare.hk_daily,2057.HK,1419,1416,2,success,full refresh from listing date completed
2026-07-14T12:44:15Z,tushare.hk_daily,1519.HK,664,664,0,success,full refresh from listing date completed
2026-07-14T20:32:49Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-14T20:36:18Z,tushare.index_global,HSI,1604,1604,0,success,hsi full refresh completed via index_global
2026-07-15T11:44:14Z,tushare.hk_daily,02618.HK,1259,1259,0,success,full refresh from listing date completed
2026-07-15T12:43:42Z,tushare.hk_daily,3690.HK,1919,1918,0,success,full refresh from listing date completed
2026-07-15T12:45:04Z,yfinance.^HSCE,HSCEI,1604,1603,0,success,hscei full refresh completed via yfinance ^HSCE
2026-07-15T12:46:16Z,tushare.hk_daily,9988.HK,1629,1628,0,success,full refresh from listing date completed
2026-07-15T12:48:12Z,tushare.hk_daily,1519.HK,665,665,0,success,full refresh from listing date completed
2026-07-15T20:28:06Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-15T20:30:58Z,tushare.index_global,HSI,1605,1605,0,success,hsi full refresh completed via index_global
2026-07-16T11:50:12Z,tushare.hk_daily,02618.HK,1260,1260,0,success,full refresh from listing date completed
2026-07-16T12:52:06Z,tushare.hk_daily,3690.HK,1920,1919,0,success,full refresh from listing date completed
2026-07-16T12:53:22Z,yfinance.^HSCE,HSCEI,1606,1605,0,success,hscei full refresh completed via yfinance ^HSCE
2026-07-16T12:54:39Z,tushare.hk_daily,9988.HK,1630,1629,0,success,full refresh from listing date completed
2026-07-16T12:55:58Z,tushare.hk_daily,2057.HK,1421,1418,2,success,full refresh from listing date completed
2026-07-16T12:57:34Z,tushare.hk_daily,1519.HK,666,666,0,success,full refresh from listing date completed
2026-07-16T20:13:30Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-16T20:25:16Z,tushare.index_global,HSI,1606,1606,0,success,hsi full refresh completed via index_global
2026-07-17T11:36:58Z,tushare.hk_daily,02618.HK,1261,1261,0,success,full refresh from listing date completed
2026-07-17T12:36:42Z,tushare.hk_daily,3690.HK,1921,1920,0,success,full refresh from listing date completed
2026-07-17T12:37:21Z,tushare.hk_daily,9618.HK,1493,1492,0,success,full refresh from listing date completed
2026-07-17T12:37:44Z,yfinance.^HSCE,HSCEI,1607,1606,0,success,hscei full refresh completed via yfinance ^HSCE
2026-07-17T12:38:25Z,tushare.hk_daily,9988.HK,1631,1630,0,success,full refresh from listing date completed
2026-07-17T12:39:54Z,tushare.hk_daily,1519.HK,667,667,0,success,full refresh from listing date completed
2026-07-17T20:15:29Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-17T20:25:41Z,tushare.index_global,HSI,1607,1607,0,success,hsi full refresh completed via index_global
2026-07-18T11:14:51Z,tushare.hk_daily,02618.HK,1261,1261,0,success,full refresh from listing date completed
2026-07-18T20:08:13Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-18T20:11:57Z,tushare.index_global,HSI,1607,1607,0,success,hsi full refresh completed via index_global
2026-07-19T11:18:47Z,tushare.hk_daily,02618.HK,1261,1261,0,success,full refresh from listing date completed
2026-07-19T20:12:15Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-19T20:14:14Z,tushare.index_global,HSI,1607,1607,0,success,hsi full refresh completed via index_global
2026-07-20T12:24:40Z,tushare.hk_daily,02618.HK,1262,1262,0,success,full refresh from listing date completed
2026-07-20T13:17:41Z,tushare.hk_daily,3690.HK,1922,1921,0,success,full refresh from listing date completed
2026-07-20T13:19:10Z,yfinance.^HSCE,HSCEI,1608,1607,0,success,hscei full refresh completed via yfinance ^HSCE
2026-07-20T13:20:36Z,tushare.hk_daily,9988.HK,1632,1631,0,success,full refresh from listing date completed
2026-07-20T13:20:57Z,tushare.hk_daily,2057.HK,1423,1420,2,success,full refresh from listing date completed
2026-07-20T13:22:19Z,tushare.hk_daily,1519.HK,668,668,0,success,full refresh from listing date completed
2026-07-20T20:43:17Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-20T20:47:24Z,tushare.index_global,HSI,1608,1608,0,success,hsi full refresh completed via index_global
2026-07-21T11:56:35Z,tushare.hk_daily,02618.HK,1263,1263,0,success,full refresh from listing date completed
2026-07-21T12:43:36Z,tushare.hk_daily,9618.HK,1495,1494,0,success,full refresh from listing date completed
2026-07-21T12:46:12Z,yfinance.^HSCE,HSCEI,1609,1608,0,success,hscei full refresh completed via yfinance ^HSCE
2026-07-21T12:47:13Z,tushare.hk_daily,9988.HK,1633,1632,0,success,full refresh from listing date completed
2026-07-21T12:48:13Z,tushare.hk_daily,2057.HK,1424,1421,2,success,full refresh from listing date completed
2026-07-21T12:50:11Z,tushare.hk_daily,1519.HK,669,669,0,success,full refresh from listing date completed
2026-07-21T20:37:26Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-21T20:42:39Z,tushare.index_global,HSI,1609,1609,0,success,hsi full refresh completed via index_global
2026-07-22T11:59:08Z,tushare.hk_daily,02618.HK,1264,1264,0,success,full refresh from listing date completed
2026-07-22T12:46:54Z,tushare.hk_daily,3690.HK,1924,1923,0,success,full refresh from listing date completed
2026-07-22T12:48:22Z,yfinance.^HSCE,HSCEI,1610,1609,0,success,hscei full refresh completed via yfinance ^HSCE
2026-07-22T12:49:54Z,tushare.hk_daily,9988.HK,1634,1633,0,success,full refresh from listing date completed
2026-07-22T12:51:49Z,tushare.hk_daily,2057.HK,1425,1422,2,success,full refresh from listing date completed
2026-07-22T12:53:26Z,tushare.hk_daily,1519.HK,670,670,0,success,full refresh from listing date completed
2026-07-22T20:36:23Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-23T11:59:30Z,tushare.hk_daily,02618.HK,1265,1265,0,success,full refresh from listing date completed
2026-07-23T12:49:32Z,tushare.hk_daily,3690.HK,1925,1924,0,success,full refresh from listing date completed
2026-07-23T12:51:07Z,yfinance.^HSCE,HSCEI,1611,1610,0,success,hscei full refresh completed via yfinance ^HSCE
2026-07-23T12:52:14Z,tushare.hk_daily,9988.HK,1635,1634,0,success,full refresh from listing date completed
2026-07-23T12:52:36Z,tushare.hk_daily,2057.HK,1426,1423,2,success,full refresh from listing date completed
2026-07-23T12:54:48Z,tushare.hk_daily,1519.HK,671,671,0,success,full refresh from listing date completed
2026-07-23T20:32:05Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-23T20:35:00Z,tushare.index_global,HSI,1611,1611,0,success,hsi full refresh completed via index_global
2026-07-24T11:51:45Z,tushare.hk_daily,02618.HK,1266,1266,0,success,full refresh from listing date completed
2026-07-24T12:45:58Z,tushare.hk_daily,3690.HK,1926,1925,0,success,full refresh from listing date completed
2026-07-24T12:46:25Z,tushare.hk_daily,9618.HK,1498,1497,0,success,full refresh from listing date completed
2026-07-24T12:47:56Z,yfinance.^HSCE,HSCEI,1612,1611,0,success,hscei full refresh completed via yfinance ^HSCE
2026-07-24T12:49:22Z,tushare.hk_daily,9988.HK,1636,1635,0,success,full refresh from listing date completed
2026-07-24T12:50:24Z,tushare.hk_daily,2057.HK,1427,1424,2,success,full refresh from listing date completed
2026-07-24T12:52:28Z,tushare.hk_daily,1519.HK,672,672,0,success,full refresh from listing date completed
2026-07-24T20:41:42Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-24T20:45:37Z,tushare.index_global,HSI,1612,1612,0,success,hsi full refresh completed via index_global
2026-07-25T11:22:00Z,tushare.hk_daily,02618.HK,1266,1266,0,success,full refresh from listing date completed
2026-07-25T20:15:53Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-25T20:25:54Z,tushare.index_global,HSI,1612,1612,0,success,hsi full refresh completed via index_global
2026-07-26T11:33:35Z,tushare.hk_daily,02618.HK,1266,1266,0,success,full refresh from listing date completed
2026-07-26T20:17:45Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-26T20:28:30Z,tushare.index_global,HSI,1612,1612,0,success,hsi full refresh completed via index_global
2026-07-27T13:18:00Z,tushare.hk_daily,02618.HK,1267,1267,0,success,full refresh from listing date completed
2026-07-27T13:44:41Z,tushare.hk_daily,9618.HK,1499,1498,0,success,full refresh from listing date completed
2026-07-27T13:51:47Z,tushare.hk_daily,1519.HK,673,673,0,success,full refresh from listing date completed
2026-07-27T20:46:12Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-27T20:49:16Z,tushare.index_global,HSI,1613,1613,0,success,hsi full refresh completed via index_global
2026-07-28T12:06:45Z,tushare.hk_daily,02618.HK,1268,1268,0,success,full refresh from listing date completed
2026-07-28T13:02:34Z,tushare.hk_daily,9618.HK,1500,1499,0,success,full refresh from listing date completed
2026-07-28T13:04:35Z,tushare.hk_daily,9988.HK,1638,1637,0,success,full refresh from listing date completed
2026-07-28T13:05:40Z,tushare.hk_daily,2057.HK,1429,1426,2,success,full refresh from listing date completed
2026-07-28T13:07:09Z,tushare.hk_daily,1519.HK,674,674,0,success,full refresh from listing date completed
2026-07-28T20:36:01Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-28T20:41:07Z,tushare.index_global,HSI,1614,1614,0,success,hsi full refresh completed via index_global
2026-07-29T12:12:10Z,tushare.hk_daily,02618.HK,1269,1269,0,success,full refresh from listing date completed
2026-07-29T13:09:00Z,tushare.hk_daily,9618.HK,1501,1500,0,success,full refresh from listing date completed
2026-07-29T13:10:33Z,yfinance.^HSCE,HSCEI,1613,1612,0,success,hscei full refresh completed via yfinance ^HSCE
2026-07-29T13:11:10Z,tushare.hk_daily,2057.HK,1430,1427,2,success,full refresh from listing date completed
2026-07-29T13:11:45Z,tushare.hk_daily,1519.HK,675,675,0,success,full refresh from listing date completed
2026-07-29T20:18:27Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-29T20:29:08Z,tushare.index_global,HSI,1615,1615,0,success,hsi full refresh completed via index_global
2026-07-30T12:00:11Z,tushare.hk_daily,02618.HK,1270,1270,0,success,full refresh from listing date completed
2026-07-30T12:54:56Z,tushare.hk_daily,3690.HK,1930,1929,0,success,full refresh from listing date completed
2026-07-30T12:55:42Z,yfinance.^HSCE,HSCEI,1616,1615,0,success,hscei full refresh completed via yfinance ^HSCE
2026-07-30T12:56:27Z,tushare.hk_daily,9988.HK,1640,1639,0,success,full refresh from listing date completed
2026-07-30T12:57:42Z,tushare.hk_daily,2057.HK,1431,1428,2,success,full refresh from listing date completed
2026-07-30T13:00:58Z,tushare.hk_daily,1519.HK,676,676,0,success,full refresh from listing date completed
2026-07-30T20:37:03Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-30T20:41:16Z,tushare.index_global,HSI,1616,1616,0,success,hsi full refresh completed via index_global
2026-07-31T12:08:55Z,tushare.hk_daily,02618.HK,1271,1271,0,success,full refresh from listing date completed
2026-07-31T13:06:46Z,tushare.hk_daily,3690.HK,1931,1930,0,success,full refresh from listing date completed
2026-07-31T13:08:49Z,yfinance.^HSCE,HSCEI,1617,1616,0,success,hscei full refresh completed via yfinance ^HSCE
2026-07-31T13:09:26Z,tushare.hk_daily,9988.HK,1641,1640,0,success,full refresh from listing date completed
2026-07-31T13:11:15Z,tushare.hk_daily,1519.HK,677,677,0,success,full refresh from listing date completed
2026-07-31T20:37:25Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-07-31T20:39:57Z,tushare.index_global,HSI,1617,1617,0,success,hsi full refresh completed via index_global
2026-08-01T11:31:10Z,tushare.hk_daily,02618.HK,1271,1271,0,success,full refresh from listing date completed
2026-08-01T20:15:28Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-08-01T20:25:00Z,tushare.index_global,HSI,1617,1617,0,success,hsi full refresh completed via index_global
2026-08-02T11:24:36Z,tushare.hk_daily,02618.HK,1271,1271,0,success,full refresh from listing date completed
2026-08-02T20:16:54Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-08-02T20:27:24Z,tushare.index_global,HSI,1617,1617,0,success,hsi full refresh completed via index_global
2026-08-03T13:16:51Z,tushare.hk_daily,02618.HK,1272,1272,0,success,full refresh from listing date completed
2026-08-03T13:48:21Z,tushare.hk_daily,3690.HK,1932,1931,0,success,full refresh from listing date completed
2026-08-03T13:55:27Z,yfinance.^HSCE,HSCEI,1618,1617,0,success,hscei full refresh completed via yfinance ^HSCE
2026-08-03T13:56:17Z,tushare.hk_daily,2057.HK,1433,1430,2,success,full refresh from listing date completed
2026-08-03T20:39:55Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-08-03T20:42:23Z,tushare.index_global,HSI,1618,1618,0,success,hsi full refresh completed via index_global
2026-08-04T12:10:49Z,tushare.hk_daily,02618.HK,1273,1273,0,success,full refresh from listing date completed
2026-08-04T13:11:05Z,tushare.hk_daily,9618.HK,1505,1504,0,success,full refresh from listing date completed
2026-08-04T13:12:12Z,yfinance.^HSCE,HSCEI,1619,1618,0,success,hscei full refresh completed via yfinance ^HSCE
2026-08-04T13:12:43Z,tushare.hk_daily,2057.HK,1434,1431,2,success,full refresh from listing date completed
2026-08-04T13:13:40Z,tushare.hk_daily,1519.HK,679,679,0,success,full refresh from listing date completed
2026-08-04T20:45:27Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-08-04T20:49:15Z,tushare.index_global,HSI,1619,1619,0,success,hsi full refresh completed via index_global
2026-08-05T12:08:41Z,tushare.hk_daily,02618.HK,1274,1274,0,success,full refresh from listing date completed
2026-08-05T13:02:50Z,tushare.hk_daily,3690.HK,1934,1933,0,success,full refresh from listing date completed
2026-08-05T13:03:50Z,yfinance.^HSCE,HSCEI,1620,1619,0,success,hscei full refresh completed via yfinance ^HSCE
2026-08-05T13:05:25Z,tushare.hk_daily,9988.HK,1644,1643,0,success,full refresh from listing date completed
2026-08-05T13:06:45Z,tushare.hk_daily,2057.HK,1435,1432,2,success,full refresh from listing date completed
2026-08-05T13:08:27Z,tushare.hk_daily,1519.HK,680,680,0,success,full refresh from listing date completed
2026-08-05T20:40:20Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-08-05T20:42:34Z,tushare.index_global,HSI,1620,1620,0,success,hsi full refresh completed via index_global
2026-08-06T12:11:29Z,tushare.hk_daily,02618.HK,1275,1275,0,success,full refresh from listing date completed
2026-08-06T13:03:20Z,tushare.hk_daily,9618.HK,1507,1506,0,success,full refresh from listing date completed
2026-08-06T13:04:02Z,yfinance.^HSCE,HSCEI,1621,1620,0,success,hscei full refresh completed via yfinance ^HSCE
2026-08-06T13:04:56Z,tushare.hk_daily,9988.HK,1645,1644,0,success,full refresh from listing date completed
2026-08-06T13:06:04Z,tushare.hk_daily,2057.HK,1436,1433,2,success,full refresh from listing date completed
2026-08-06T13:07:52Z,tushare.hk_daily,1519.HK,681,681,0,success,full refresh from listing date completed
2026-08-07T00:44:37Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-08-07T00:45:59Z,tushare.index_global,HSI,1621,1621,0,success,hsi full refresh completed via index_global
2026-08-07T11:03:01Z,tushare.hk_daily,02618.HK,1276,1276,0,success,full refresh from listing date completed
2026-08-07T11:58:38Z,tushare.hk_daily,3690.HK,1936,1935,0,success,full refresh from listing date completed
2026-08-07T12:00:21Z,yfinance.^HSCE,HSCEI,1622,1621,0,success,hscei full refresh completed via yfinance ^HSCE
2026-08-07T12:01:45Z,tushare.hk_daily,9988.HK,1646,1645,0,success,full refresh from listing date completed
2026-08-07T12:02:37Z,tushare.hk_daily,2057.HK,1437,1434,2,success,full refresh from listing date completed
2026-08-07T12:05:17Z,tushare.hk_daily,1519.HK,682,682,0,success,full refresh from listing date completed
2026-08-07T20:02:15Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-08-07T20:03:55Z,tushare.index_global,HSI,1622,1622,0,success,hsi full refresh completed via index_global
2026-08-08T10:45:20Z,tushare.hk_daily,02618.HK,1276,1276,0,success,full refresh from listing date completed
2026-08-08T19:47:16Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-08-08T19:52:16Z,tushare.index_global,HSI,1622,1622,0,success,hsi full refresh completed via index_global
2026-08-09T10:47:16Z,tushare.hk_daily,02618.HK,1276,1276,0,success,full refresh from listing date completed
2026-08-09T19:50:40Z,tushare.hk_trade_calendar,HK_CALENDAR,731,731,0,success,hk trade calendar refresh completed
2026-08-09T19:55:40Z,tushare.index_global,HSI,1622,1622,0,success,hsi full refresh completed via index_global
2026-08-10T11:17:19Z,tushare.hk_daily,02618.HK,1277,1277,0,success,full refresh from listing date completed
2026-08-10T11:59:55Z,tushare.hk_daily,3690.HK,1937,1936,0,success,full refresh from listing date completed
2026-08-10T12:00:22Z,tushare.hk_daily,9618.HK,1509,1508,0,success,full refresh from listing date completed
2026-08-10T12:02:10Z,yfinance.^HSCE,HSCEI,1623,1622,0,success,hscei full refresh completed via yfinance ^HSCE
2026-08-10T12:03:40Z,tushare.hk_daily,9988.HK,1647,1646,0,success,full refresh from listing date completed
2026-08-10T12:04:21Z,tushare.hk_daily,2057.HK,1438,1435,2,success,full refresh from listing date completed
2026-08-10T12:05:39Z,tushare.hk_daily,1519.HK,683,683,0,success,full refresh from listing date completed
2026-08-10T20:04:03Z,tushare.hk_trade_calendar,HK_CALENDAR,2192,2192,0,success,hk trade calendar refresh completed
2026-08-10T20:07:10Z,tushare.index_global,HSI,1623,1623,0,success,hsi full refresh completed via index_global
2026-08-11T11:00:13Z,tushare.hk_daily,02618.HK,1278,1278,0,success,full refresh from listing date completed
2026-08-11T11:58:03Z,tushare.hk_daily,3690.HK,1938,1937,0,success,full refresh from listing date completed
2026-08-11T11:59:20Z,tushare.hk_daily,9618.HK,1510,1509,0,success,full refresh from listing date completed
2026-08-11T12:00:54Z,yfinance.^HSCE,HSCEI,1624,1623,0,success,hscei full refresh completed via yfinance ^HSCE
2026-08-11T12:01:21Z,tushare.hk_daily,9988.HK,1648,1647,0,success,full refresh from listing date completed
2026-08-11T12:02:23Z,tushare.hk_daily,2057.HK,1439,1436,2,success,full refresh from listing date completed
2026-08-11T12:04:59Z,tushare.hk_daily,1519.HK,684,684,0,success,full refresh from listing date completed
2026-08-11T20:06:02Z,tushare.hk_trade_calendar,HK_CALENDAR,2192,2192,0,success,hk trade calendar refresh completed
2026-08-11T20:08:58Z,tushare.index_global,HSI,1624,1624,0,success,hsi full refresh completed via index_global
2026-08-12T11:07:58Z,tushare.hk_daily,02618.HK,1279,1279,0,success,full refresh from listing date completed
